thewendywilliamsshow, 23, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 1 
thewestamptherest, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.52192809489, 0 
thewestcoastisthebestcoastnsalcido, 42, 1, 0, 0, 1, 1, 1, 1, 0, 1.6577427265, 1 
genomicsnerleellisnphd, 27, 1, 0, 0, 1, 0, 0, 0, 0, 1.91829583405, 1 
genoneans, 11, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 1 
thewestimpossingonafricaagain, 34, 1, 0, 0, 1, 0, 0, 1, 0, 2.25162916739, 1 
thewestisfreos, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 
genovahatesyou, 16, 1, 0, 0, 1, 0, 1, 0, 1, 1.58496250072, 1 
genoviaordie, 15, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 1 
genowontmakeit, 17, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 1 
thewestisoursnotfreos, 27, 1, 0, 0, 1, 0, 1, 1, 1, 2.52164063634, 2 
thewestisthecoast, 21, 1, 0, 0, 1, 0, 1, 0, 0, 1.52192809489, 2 
gensfanseverywhere, 20, 1, 0, 0, 1, 0, 0, 1, 0, 0.918295834054, 1 
thewestchesters, 17, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 
thewesterndiffernce, 21, 1, 0, 0, 1, 1, 0, 0, 0, 1.58496250072, 2 
gensqueezeharperantiwomen, 29, 1, 0, 0, 1, 0, 0, 0, 0, 1.37095059445, 1 
thewesterndistrictway, 24, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 2 
gentbenparidafentcosesbenparides, 34, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 
gentecabreada, 16, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 0 
gentecheseguitevoi, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 0 
gentemuybuenamuybuenagente, 31, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 1 
gentileisreverendal, 22, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 0 
gentilesaresavedtoo, 22, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 1 
gentilestruggleisreal, 24, 1, 0, 0, 1, 1, 1, 0, 0, 1.5, 1 
gentinggivesyoumore, 22, 1, 0, 0, 1, 1, 1, 0, 1, 2.0, 1 
thewestinstfrancis, 21, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 
thewestwoodvillage, 20, 1, 0, 0, 1, 0, 0, 0, 0, 0.918295834054, 0 
gentlegiantnntheyll, 22, 1, 0, 0, 1, 1, 0, 0, 0, 1.0, 2 
thewetseasonthatcould, 25, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 2 
gentlemandutycall, 19, 1, 0, 0, 1, 0, 1, 0, 0, 0.918295834054, 2 
gentlemancanwepleasegetontheroad, 39, 1, 0, 0, 1, 0, 1, 0, 1, 2.5, 2 
gentlemancode101, 18, 1, 0, 1, 1, 0, 0, 0, 0, 0.918295834054, 2 
thewetsuitsareback, 21, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 
gentlemanofthefirstorder, 28, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 
gentlemanroadnhttpstcomymameg7i4, 34, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 2 
gentlemansestabliahment, 26, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 0 
thewetterthebetter4, 23, 1, 0, 0, 0, 1, 0, 0, 0, 1.92192809489, 2 
thewhalelovesinterns, 23, 1, 0, 0, 1, 0, 1, 0, 0, 2.0, 2 
thewhatandthewhy, 20, 1, 0, 0, 0, 0, 0, 1, 1, 1.92192809489, 2 
thewhatifmachine, 19, 1, 0, 0, 1, 0, 0, 0, 1, 2.0, 2 
gentlemenofthegame, 21, 1, 0, 0, 1, 0, 0, 0, 0, 2.0, 2 
gentlemenonlyladiesforbidden, 31, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 
gentlemensclubadvertisingacrossfrompreachers, 49, 1, 0, 0, 1, 0, 0, 0, 0, 1.91829583405, 0 
thewheelerdealertreatment, 28, 1, 0, 0, 1, 0, 0, 0, 0, 0.811278124459, 1 
thewheelsofchanges, 21, 1, 0, 0, 1, 0, 0, 0, 0, 1.5, 2 
thewheelsonthebusgoround, 30, 1, 0, 0, 1, 0, 1, 1, 0, 2.23592635063, 2 
gentlewiththeballs, 21, 1, 0, 0, 1, 1, 0, 0, 0, 2.0, 2 
gentlypatshead, 16, 1, 0, 0, 1, 1, 0, 1, 0, 1.58496250072, 2 
gentlypatshereditionofviolenceandthesacred, 50, 1, 0, 0, 1, 1, 1, 1, 0, 2.94770277922, 2 
thewhipbroughtbackmemories, 30, 1, 0, 0, 1, 1, 1, 0, 0, 2.32192809489, 2 
thewhipchoseme, 17, 1, 0, 0, 1, 0, 1, 0, 1, 2.0, 2 
gentrificationmspf, 20, 1, 0, 0, 1, 1, 1, 0, 0, -0.0, 2 
thewhipyou, 12, 1, 0, 0, 1, 0, 0, 0, 1, 1.58496250072, 2 
gentrificationdevtnfxbg, 27, 1, 0, 0, 1, 0, 0, 0, 0, 0.721928094887, 2 
thewhiskerscomefromwithin, 29, 1, 0, 0, 1, 0, 1, 0, 0, 1.92192809489, 2 
gentrificationisasymptom, 27, 1, 0, 0, 1, 0, 1, 0, 0, 1.5, 2 
gentrificationoftheoutersunset, 34, 1, 0, 0, 1, 1, 0, 0, 0, 1.37095059445, 2 
gentrificationsplainer, 24, 1, 0, 0, 1, 0, 0, 0, 0, -0.0, 2 
thewhiskyagogo, 17, 1, 0, 0, 1, 0, 1, 1, 0, 2.0, 2 
thewhiskyisstillflowing, 27, 1, 0, 0, 1, 0, 1, 1, 0, 2.32192809489, 2 
gentrifythat, 15, 1, 0, 0, 1, 0, 0, 0, 1, 0.811278124459, 1 
gentrywasaclipperfirst, 26, 1, 0, 0, 1, 1, 1, 0, 0, 1.92192809489, 1 
thewhispersthank, 18, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 
gentstomeetwittytooxx, 26, 1, 0, 0, 0, 1, 1, 1, 0, 2.25162916739, 2 
genuflectinginyourgeneraldirection, 39, 1, 0, 0, 1, 1, 0, 0, 0, 2.25162916739, 2 
genuflectsbeforejogrimond, 31, 1, 0, 0, 1, 1, 0, 0, 0, 1.37878349349, 1 
thewhitebalotelli, 21, 1, 0, 0, 1, 1, 1, 0, 1, 1.37095059445, 2 
genuineguydonlossthat, 25, 1, 0, 0, 1, 1, 0, 0, 0, 1.92192809489, 2 
genuinehonestconsistentfunnywholesomesensitive, 51, 1, 0, 0, 0, 1, 0, 0, 0, 1.45914791703, 2 
thewhitehouseerred, 20, 1, 0, 0, 1, 0, 1, 0, 0, 1.58496250072, 2 
thewhitekingfelix, 20, 1, 0, 0, 1, 1, 0, 0, 0, 1.5, 1 
thewhitelinesare, 19, 1, 0, 0, 1, 1, 1, 0, 0, 2.0, 2 
genuinelylikeyou, 18, 1, 0, 0, 0, 0, 0, 1, 1, 1.58496250072, 2 
genuinelysoundsbad, 20, 1, 0, 0, 0, 1, 1, 1, 0, 1.58496250072, 2 
genuinelywantstoknow, 23, 1, 0, 0, 0, 0, 1, 1, 0, 2.0, 2 
